text,intent,emotion,text_length
honestly i am stressed because of exams right now,academic_pressure,anxious,49
sometimes i want to hit something and it is affecting me,anger,frustrated,56
sometimes my heart is racing because it keeps happening,anxiety,anxious,55
in class i feel grateful today please help me,gratitude,happy,45
sometimes i had a fight with someone close lately,relationship,upset,49
my heart feels heavy and i feel stuck,sadness,sad,37
nothing feels good today and i want to feel better,sadness,hopeless,50
in class i have trouble falling asleep because it keeps happening,sleep,stressed,65
recently i need encouragement and it is affecting me,motivation,determined,52
recently i cannot sleep and i feel stuck,sleep,anxious,40
honestly i feel hopeful because it keeps happening,positive,happy,50
honestly i doubt myself,self_esteem,hopeless,23
in class i feel better now right now,positive,happy,36
sometimes i cannot stop crying and i want to feel better,sadness,sad,56
sometimes i am proud of myself because it keeps happening,positive,content,57
recently how can i start again and i feel stuck,motivation,determined,47
at night i am afraid of failing but i do not know what to do,academic_pressure,stressed,60
at night i want to build better habits today,motivation,hopeful,44
at night i want to cry and i need help,sadness,sad,38
at night i procrastinated and exams are near,academic_pressure,stressed,44
recently i feel sad today because it keeps happening,sadness,upset,52
recently hey can you listen to me and i want to feel better,greeting,happy,59
at home i feel hopeful but i do not know what to do,positive,determined,51
i need company these days,loneliness,down,25
honestly i am proud of myself and it is affecting me,positive,content,52
at night hi and i feel stuck,greeting,content,28
sometimes i feel lonely lately,loneliness,down,30
honestly i feel calm today because it keeps happening,positive,content,53
sometimes i am tired of dealing with problems please help me,stress,overwhelmed,60
at home i am angry upon you because it keeps happening,anger,frustrated,54
recently i am angry and it is affecting me,anger,angry,42
honestly good evening lately,greeting,neutral,28
at night i had a good day please help me,positive,content,40
in class i am angry because it keeps happening,anger,angry,46
sometimes i feel anxious and i need help,anxiety,worried,40
i feel exhausted every morning right now,sleep,tired,40
at night i feel stressed but i do not know what to do,stress,stressed,53
at night i am scared about the future,anxiety,worried,37
recently i am excited about tomorrow and i feel stuck,positive,content,53
sometimes i am angry upon you and i feel stuck,anger,upset,46
sometimes i need motivation and it is affecting me,motivation,hopeful,50
recently i cannot focus on studying right now,academic_pressure,stressed,45
at home my heart feels heavy,sadness,down,28
recently they do not understand me these days,relationship,sad,45
sometimes i am stressed because of exams and i want to feel better,academic_pressure,stressed,66
honestly i feel useless today,self_esteem,confused,29
at home i cannot sleep but i do not know what to do,sleep,tired,51
hello i want to chat and i feel stuck,greeting,content,37
in class thanks for being here but i do not know what to do,gratitude,happy,59
at night they do not understand me these days,relationship,upset,45
honestly i feel nervous today today,anxiety,overwhelmed,35
recently i am scared i will disappoint everyone,self_esteem,sad,47
at home i feel down for no reason and i feel stuck,sadness,upset,50
i feel like i am not good enough but i do not know what to do,self_esteem,hopeless,61
in class i am getting mad today,anger,angry,31
recently i need a break because it keeps happening,stress,overwhelmed,50
at home thanks that helped me because it keeps happening,gratitude,content,56
at home good evening and it is affecting me,greeting,content,43
sometimes i need someone to talk to lately,greeting,happy,42
recently i am sad and tired today,sadness,sad,33
sometimes everyone seems busy without me and i feel stuck,loneliness,lonely,57
honestly i am proud of myself and i want to feel better,positive,content,55
at night i am sad and tired but i do not know what to do,sadness,upset,56
at night are you there but i do not know what to do,greeting,happy,51
recently i want to keep going but i do not know what to do,motivation,hopeful,58
honestly they do not understand me lately,relationship,upset,41
at night i feel calm today these days,positive,hopeful,37
at home help me stay consistent please help me,motivation,hopeful,46
at home i feel exhausted every morning these days,sleep,tired,49
i feel more confident right now,positive,hopeful,31
in class i do not feel confident,self_esteem,confused,32
sometimes i need help planning my studies because it keeps happening,academic_pressure,stressed,68
honestly good evening please help me,greeting,content,36
honestly i feel aggressive right now,anger,upset,36
in class my heart feels heavy and i need help,sadness,depressed,45
recently everyone seems busy without me because it keeps happening,loneliness,down,66
i need someone to talk to and i need help,greeting,content,41
in class i need a break because it keeps happening,stress,frustrated,50
at night i feel left out and i feel stuck,loneliness,lonely,41
recently my heart feels heavy and i feel stuck,sadness,sad,46
i procrastinated and exams are near because it keeps happening,academic_pressure,overwhelmed,62
in class thank you i feel supported because it keeps happening,gratitude,content,62
at night i have too much study pressure because it keeps happening,academic_pressure,overwhelmed,66
honestly i want to keep going lately,motivation,neutral,36
sometimes i need better sleep because it keeps happening,sleep,tired,56
at home i am happy today right now,positive,determined,34
recently my mind is overloaded and i need help,stress,frustrated,46
sometimes i feel empty inside right now,sadness,sad,39
at night i do not know how to fix this relationship and i feel stuck,relationship,worried,68
at home i feel peaceful right now because it keeps happening,positive,determined,60
in class my heart feels heavy right now,sadness,sad,39
thanks that helped me right now,gratitude,grateful,31
sometimes how can i start again because it keeps happening,motivation,tired,58
recently i feel panic building up,anxiety,worried,33
