text,intent,emotion,text_length,processed_text,processed_length
sometimes i am scared i will disappoint everyone and it is affecting me,self_esteem,sad,71,sometimes scared disappoint everyone affecting,46
at home thanks for being here and i feel stuck,gratitude,content,46,home thanks feel stuck,22
in class nobody talks to me and i want to feel better,loneliness,lonely,53,class nobody talk want feel better,34
at night i have trouble falling asleep and it is affecting me,sleep,anxious,61,night trouble falling asleep affecting,38
sometimes i am scared about the future and i want to feel better,anxiety,anxious,64,sometimes scared future want feel better,40
sometimes i feel anxious today,anxiety,worried,30,sometimes feel anxious today,28
honestly i need better sleep and i want to feel better,sleep,stressed,54,honestly need better sleep want feel better,43
at night my sleep is disturbed and i need help,sleep,anxious,46,night sleep disturbed need help,31
sometimes someone made me furious these days,anger,frustrated,44,sometimes someone made furious day,34
honestly i had a fight with someone close lately,relationship,worried,48,honestly fight someone close lately,35
recently i want to keep going right now,motivation,determined,39,recently want keep going right,30
my relationship is stressful right now,relationship,sad,38,relationship stressful right,28
i feel sad today right now,sadness,down,26,feel sad today right,20
at home my sleep is disturbed today,sleep,anxious,35,home sleep disturbed today,26
honestly my sleep is disturbed right now,sleep,stressed,40,honestly sleep disturbed right,30
i hate how i look right now,self_esteem,insecure,27,hate look right,15
recently i cannot believe in myself right now,self_esteem,confused,45,recently believe right,22
in class i cannot relax at bedtime lately,sleep,anxious,41,class relax bedtime lately,26
honestly my heart is racing because it keeps happening,anxiety,worried,54,honestly heart racing keep happening,36
in class good morning today,greeting,content,27,class good morning today,24
at night i feel more confident because it keeps happening,positive,determined,57,night feel confident keep happening,35
at night nobody talks to me please help me,loneliness,sad,42,night nobody talk please help,29
honestly i need help planning my studies today,academic_pressure,stressed,46,honestly need help planning study today,39
in class good evening and i want to feel better,greeting,neutral,47,class good evening want feel better,35
recently i keep overthinking at night but i do not know what to do,sleep,stressed,66,recently keep overthinking night know,37
i cannot control my anger but i do not know what to do,anger,frustrated,54,control anger know,18
in class thanks for being here because it keeps happening,gratitude,happy,57,class thanks keep happening,27
recently my thoughts are moving too fast today,anxiety,worried,46,recently thought moving fast today,34
in class i cannot stop crying today,sadness,sad,35,class stop cry today,20
at night i need company,loneliness,down,23,night need company,18
honestly i feel anxious these days,anxiety,worried,34,honestly feel anxious day,25
at home i feel hopeful and i want to feel better,positive,hopeful,48,home feel hopeful want feel better,34
i need encouragement today,motivation,hopeful,26,need encouragement today,24
at home i am scared about the future these days,anxiety,anxious,47,home scared future day,22
i keep overthinking at night because it keeps happening,sleep,tired,55,keep overthinking night keep happening,38
at home i feel grateful today lately,gratitude,content,36,home feel grateful today lately,31
in class good morning lately,greeting,content,28,class good morning lately,25
at night everyone seems busy without me,loneliness,sad,39,night everyone seems busy without,33
in class nobody talks to me because it keeps happening,loneliness,sad,54,class nobody talk keep happening,32
sometimes i feel peaceful right now right now,positive,content,45,sometimes feel peaceful right right,35
i have too many responsibilities today,stress,tired,38,many responsibility today,25
at home i feel peaceful right now and i need help,positive,content,49,home feel peaceful right need help,34
sometimes i am happy today lately,positive,determined,33,sometimes happy today lately,28
i feel down for no reason and i feel stuck,sadness,depressed,42,feel reason feel stuck,22
my thoughts are moving too fast,anxiety,worried,31,thought moving fast,19
recently i cannot focus on studying and i need help,academic_pressure,stressed,51,recently focus studying need help,33
sometimes i feel hopeless right now and i want to feel better,sadness,depressed,61,sometimes feel hopeless right want feel better,46
in class hello and i want to feel better,greeting,content,40,class hello want feel better,28
sometimes i wake up tired today,sleep,stressed,31,sometimes wake tired today,26
at night i feel anxious right now,anxiety,overwhelmed,33,night feel anxious right,24
in class i feel like i am not good enough,self_esteem,sad,41,class feel like good enough,27
sometimes nobody talks to me today,loneliness,sad,34,sometimes nobody talk today,27
honestly my assignments are too much because it keeps happening,academic_pressure,anxious,63,honestly assignment much keep happening,39
recently i am excited about tomorrow right now,positive,hopeful,46,recently excited tomorrow right,31
recently i need company and it is affecting me,loneliness,lonely,46,recently need company affecting,31
in class i need encouragement because it keeps happening,motivation,neutral,56,class need encouragement keep happening,39
honestly i feel lazy but want to change because it keeps happening,motivation,neutral,66,honestly feel lazy want change keep happening,45
