text,intent,emotion
honestly i feel nervous today today,anxiety,overwhelmed
recently i am scared i will disappoint everyone,self_esteem,sad
at home i feel down for no reason and i feel stuck,sadness,upset
i feel like i am not good enough but i do not know what to do,self_esteem,hopeless
in class i am getting mad today,anger,angry
recently i need a break because it keeps happening,stress,overwhelmed
at home thanks that helped me because it keeps happening,gratitude,content
at home good evening and it is affecting me,greeting,content
sometimes i need someone to talk to lately,greeting,happy
recently i am sad and tired today,sadness,sad
sometimes everyone seems busy without me and i feel stuck,loneliness,lonely
honestly i am proud of myself and i want to feel better,positive,content
at night i am sad and tired but i do not know what to do,sadness,upset
at night are you there but i do not know what to do,greeting,happy
recently i want to keep going but i do not know what to do,motivation,hopeful
honestly they do not understand me lately,relationship,upset
at night i feel calm today these days,positive,hopeful
at home help me stay consistent please help me,motivation,hopeful
at home i feel exhausted every morning these days,sleep,tired
i feel more confident right now,positive,hopeful
in class i do not feel confident,self_esteem,confused
sometimes i need help planning my studies because it keeps happening,academic_pressure,stressed
honestly good evening please help me,greeting,content
honestly i feel aggressive right now,anger,upset
in class my heart feels heavy and i need help,sadness,depressed
recently everyone seems busy without me because it keeps happening,loneliness,down
i need someone to talk to and i need help,greeting,content
in class i need a break because it keeps happening,stress,frustrated
at night i feel left out and i feel stuck,loneliness,lonely
recently my heart feels heavy and i feel stuck,sadness,sad
i procrastinated and exams are near because it keeps happening,academic_pressure,overwhelmed
in class thank you i feel supported because it keeps happening,gratitude,content
at night i have too much study pressure because it keeps happening,academic_pressure,overwhelmed
honestly i want to keep going lately,motivation,neutral
sometimes i need better sleep because it keeps happening,sleep,tired
at home i am happy today right now,positive,determined
recently my mind is overloaded and i need help,stress,frustrated
sometimes i feel empty inside right now,sadness,sad
at night i do not know how to fix this relationship and i feel stuck,relationship,worried
at home i feel peaceful right now because it keeps happening,positive,determined
in class my heart feels heavy right now,sadness,sad
thanks that helped me right now,gratitude,grateful
sometimes how can i start again because it keeps happening,motivation,tired
recently i feel panic building up,anxiety,worried
in class i cannot relax at bedtime and it is affecting me,sleep,stressed
sometimes i feel useless right now,self_esteem,sad
honestly my relationship is stressful and it is affecting me,relationship,confused
recently i sleep too late and i need help,sleep,stressed
in class i feel grateful today lately,gratitude,happy
recently i feel empty inside because it keeps happening,sadness,sad
in class i need someone to talk to but i do not know what to do,greeting,neutral
in class i feel depressed today and it is affecting me,sadness,sad
in class i have no one to share this with today,loneliness,down
honestly i feel better now lately,positive,content
recently nobody talks to me,loneliness,lonely
i feel nervous today and i feel stuck,anxiety,worried
in class i feel frustrated with everyone please help me,anger,angry
honestly i feel down for no reason lately,sadness,hopeless
at night i feel peaceful right now today,positive,determined
recently i need a break these days,stress,tired
honestly good evening right now,greeting,content
at night i feel calm today and i want to feel better,positive,content
sometimes my mind stays awake lately,sleep,tired
in class i had a good day because it keeps happening,positive,happy
honestly i have too many responsibilities please help me,stress,stressed
sometimes i need better sleep and it is affecting me,sleep,tired
at night i feel useless and i want to feel better,self_esteem,confused
i am excited about tomorrow and i want to feel better,positive,happy
at home i feel hurt by someone i love and it is affecting me,relationship,confused
recently i feel rejected please help me,relationship,worried
at night i am grateful for small things today today,gratitude,content
in class i feel rejected and it is affecting me,relationship,confused
in class i hate how i look these days,self_esteem,insecure
honestly i feel peaceful right now and i need help,positive,happy
